alert_id,cause,effect,header_text,description_text,route_id,route_key,active_period_start,active_period_end
ac845045-d0c0-5a48-bdc9-40b302357093,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Cabramatta and Granville,"Saturday 26 and Sunday 27 September
Buses replace trains between Cabramatta and Granville.
Trains run to a changed timetable and stopping pattern between Leppington and the City via Regents Park.
Change at:
- Cabramatta for buses to Canley Vale, Fairfield, Yennora, Guildford and Merrylands, or
- Lidcombe for trains towards Granville or T1 Western Line stations.",IWL_2h,-5042242428352878110,2026-09-25 16:00:00+00:00,2026-09-27 16:00:19+00:00
a8c4b063-061e-5050-bdde-9f94fc8dce91,MAINTENANCE,MODIFIED_SERVICE,Sydney Metro trackwork may affect how you travel. Metro services do not run between Sydenham and Chatswood,"Saturday 26 and Sunday 27 September
Sydney Metro trackwork may affect how you travel. Metro services do not run between Sydenham and Chatswood.
Use trains between Sydenham, the City and Chatswood.",ESI_1e,-8860949549741138520,2026-09-25 16:00:00+00:00,2026-09-27 16:00:24+00:00
039b54e3-bd3b-5f93-b4c1-9fa68ae248a8,MAINTENANCE,MODIFIED_SERVICE,Trains run to a changed timetable and stopping pattern,"Saturday 26 and Sunday 27 September
Trains run to a changed timetable and stopping pattern between Leppington and the City.
You may need to change trains if travelling to Inner West stations.",BNK_2f,-4213221836035426102,2026-09-25 16:00:00+00:00,2026-09-27 16:00:47+00:00
49968444-84fd-5711-a996-0bbb9e3f71ee,MAINTENANCE,MODIFIED_SERVICE,"Trains run between Berowra or Hornsby and Central, platforms 1-14 only","Monday 28 and Tuesday 29 September
From 9:10PM trains run between Berowra or Hornsby and Central.
Change at Hornsby for replacement buses.",NTH_1a,8283204442033751644,2026-09-28 11:10:00+00:00,2026-09-28 15:30:00+00:00
669c9f49-5476-55f3-a619-192e1e529f0d,MAINTENANCE,MODIFIED_SERVICE,Trains run to a changed timetable and stopping pattern,"Wednesday 30 September
From 10:20PM to 1:30AM, trains run to a changed timetable between Liverpool and Lidcombe only. Change trains at Lidcombe to continue your journey.
Inner West trains run between Ashfield and the City Circle.
T1 Western Line trains run between Lidcombe and the City, making extra stops at Homebush and Burwood.
T9 Northern Line trains make extra stops at Croydon and Ashfield.",BNK_2d,-669550999481604271,2026-09-30 12:20:00+00:00,2026-09-30 15:30:26+00:00
32531557-1c2e-5a29-a8a1-9871eb185350,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Central and Bondi Junction. Trains do not stop at Wolli Creek,"Wednesday 30 September and Thursday 1 October
Nightly from 9:50PM to 1:30AM, buses replace trains between Central and Bondi Junction, but do not stop at Martin Place.
Most trains run to a changed timetable between Cronulla, Waterfall and the City Circle, with some making extra stops at St Peters and Erskineville.
Nightly from 10:10PM to 1:30AM, trains do not stop at Wolli Creek but make an extra stop at Arncliffe.
Buses run between Sydenham, Wolli Creek and Arncliffe.
Change at Arncliffe or Sydenham for a bus to Wolli Creek or change at Central for a T8 Airport & South Line train if you have luggage or accessibility needs.",ESI_1f,6623726655960024896,2026-09-30 11:50:00+00:00,2026-09-30 15:30:00+00:00
e6814aaa-1618-5df1-b423-10576eb9f8a1,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Newcastle Interchange and Gosford,"Saturday 3 October
Buses replace trains between Newcastle Interchange and Gosford.
Trains run between Gosford and Central, some to a changed timetable.",CCN_1c,7107036069782603127,2026-10-02 15:00:00+00:00,2026-10-03 16:00:00+00:00
77a58cd0-8ce8-5e8d-8c92-db8cbf4b7826,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Cabramatta and Granville,"Sunday 4 October
From 5:30AM to 9:40AM, buses replace trains between Cabramatta and Granville.
Trains run to a changed timetable between Leppington and the City via Regents Park.",IWL_1e,2161230079104197071,2026-10-03 18:30:00+00:00,2026-10-03 22:40:00+00:00
b2e90342-af67-50e3-a804-329d980f269b,MAINTENANCE,MODIFIED_SERVICE,Extra trains run between Leppington and the City via Regents Park,"Sunday 4 October
From 5:30AM to 9:40AM, extra trains run between Leppington and the City via Regents Park.",BNK_1e,-9115475355294482475,2026-10-03 18:30:00+00:00,2026-10-03 22:40:03+00:00
d9e7ac87-a2d6-55d4-a9ef-62efa975f42b,MAINTENANCE,MODIFIED_SERVICE,Trains run to a changed timetable and stopping pattern,"Saturday 3 October
From 9:30AM to 1PM, trains run to a changed timetable between Liverpool and Lidcombe, and between Homebush and the City only.
You may need to change trains to continue your journey.
T1 Western and T2 Leppington Line trains run between Lidcombe and the City.",BNK_1a,6313364393264430797,2026-10-03 11:30:00+00:00,2026-10-04 02:00:04+00:00
6bbebaa6-05b7-5784-b3c1-9aa38c44d685,MAINTENANCE,MODIFIED_SERVICE,"At Helensburgh and Otford, trains leave from different platforms","Sunday 4 October
From 7:30AM to 11:30AM, at Helensburgh and Otford, all trains leave from platform 1.
From 12PM to 4PM, at Otford and Helensburgh, all trains leave from platform 2.",SCO_2b,7005896456830233422,2026-10-03 20:30:00+00:00,2026-10-04 05:00:04+00:00
5500f84d-e087-5748-af79-f76f9d478444,MAINTENANCE,MODIFIED_SERVICE,Trains run to a changed timetable and stopping pattern,"Monday 5 October
From 9:30AM to 1PM, trains run to a changed timetable between Liverpool and Lidcombe, and between Homebush and the City only.
You may need to change trains to continue your journey.
T1 Western and T2 Leppington Line trains run between Lidcombe and the City.",BNK_2h,3013139253553952589,2026-10-04 22:30:00+00:00,2026-10-05 02:00:31+00:00
2296d332-0849-557b-9655-7b386b02a419,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Olympic Park and Ashfield or Central,"Monday 5 October
From 6:00PM to 2:00AM, buses replace trains between Olympic Park and Ashfield. Express buses also run between Olympic Park and Central.
Replacement buses do not leave from Lidcombe.
Trains run to a changed timetable between:
- Leppington and Olympic Park
- Glenfield and the City via the Airport
- Ashfield and the City, continuing to T1 North Shore Line stations.",IWL_2f,4691458740276869547,2026-10-05 07:00:00+00:00,2026-10-05 15:00:44+00:00
2296d332-0849-557b-9655-7b386b02a419,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Olympic Park and Ashfield or Central,"Monday 5 October
From 6:00PM to 2:00AM, buses replace trains between Olympic Park and Ashfield. Express buses also run between Olympic Park and Central.
Replacement buses do not leave from Lidcombe.
Trains run to a changed timetable between:
- Leppington and Olympic Park
- Glenfield and the City via the Airport
- Ashfield and the City, continuing to T1 North Shore Line stations.",IWL_2i,-4396571606196770016,2026-10-05 07:00:00+00:00,2026-10-05 15:00:44+00:00
2296d332-0849-557b-9655-7b386b02a419,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Olympic Park and Ashfield or Central,"Monday 5 October
From 6:00PM to 2:00AM, buses replace trains between Olympic Park and Ashfield. Express buses also run between Olympic Park and Central.
Replacement buses do not leave from Lidcombe.
Trains run to a changed timetable between:
- Leppington and Olympic Park
- Glenfield and the City via the Airport
- Ashfield and the City, continuing to T1 North Shore Line stations.",IWL_2a,-1562489065343894865,2026-10-05 07:00:00+00:00,2026-10-05 15:00:44+00:00
e0cde705-848b-5914-9472-bed39002de78,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Olympic Park and Ashfield or Central,"Monday 5 October
From 6PM to 2AM, buses replace trains between Olympic Park and Ashfield. Express buses also run between Olympic Park and Central.
Replacement buses do not leave from Lidcombe.
Trains run to a changed timetable between:
- Liverpool and Lidcombe
- Lidcombe and Olympic Park
- Ashfield and the City, continuing to T1 North Shore Line stations.
You may need to change services to continue your journey.",BNK_2g,7746676549497845523,2026-10-05 07:00:00+00:00,2026-10-05 15:00:53+00:00
e0cde705-848b-5914-9472-bed39002de78,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Olympic Park and Ashfield or Central,"Monday 5 October
From 6PM to 2AM, buses replace trains between Olympic Park and Ashfield. Express buses also run between Olympic Park and Central.
Replacement buses do not leave from Lidcombe.
Trains run to a changed timetable between:
- Liverpool and Lidcombe
- Lidcombe and Olympic Park
- Ashfield and the City, continuing to T1 North Shore Line stations.
You may need to change services to continue your journey.",T3_1c,-1482151186623865843,2026-10-05 07:00:00+00:00,2026-10-05 15:00:53+00:00
aa8dc13b-cf94-5605-888d-0fe6a081cf8b,UNKNOWN_CAUSE,UNKNOWN_EFFECT,"Station Update - Bexley North, Kingsgrove, Lisarow and more",The warning tactiles are missing on some sections of the platform. Repairs have been arranged.  Please use caution and take care,APS_2f,4089134572644777184,2026-08-30 19:08:43+00:00,
aa8dc13b-cf94-5605-888d-0fe6a081cf8b,UNKNOWN_CAUSE,UNKNOWN_EFFECT,"Station Update - Bexley North, Kingsgrove, Lisarow and more",The warning tactiles are missing on some sections of the platform. Repairs have been arranged.  Please use caution and take care,APS_1f,-2261129489481632198,2026-08-30 19:08:43+00:00,
aa8dc13b-cf94-5605-888d-0fe6a081cf8b,UNKNOWN_CAUSE,UNKNOWN_EFFECT,"Station Update - Bexley North, Kingsgrove, Lisarow and more",The warning tactiles are missing on some sections of the platform. Repairs have been arranged.  Please use caution and take care,NTH_1b,2926858006344023531,2026-08-30 19:08:43+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",WST_2c,-4689984939195006273,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",T3_2b,-923579374989113359,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",SMNW_M1,7269285247182531123,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.T.NP24,1266342339874549551,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.C.2402,8361585880714864550,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.C.4204,-1333928768225627607,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",IWL_1e,2161230079104197071,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",APS_1c,-6417094206083242795,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.C.2701,7207173621820428601,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.C.6107,-4464501795569003945,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.T.SP31,3384039568596396782,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.C.7105,-1928390606257709703,2026-08-06 00:30:06+00:00,
7e669567-64e5-5fec-83a2-7332090518c3,UNKNOWN_CAUSE,UNKNOWN_EFFECT,Station Update - Central,"From Sunday to Thursday, between 10pm and 5am, ceiling installation works will take place in the pedestrian tunnel between platforms 4 and 11 and the lower concourse.
 - During this time, the Redfern end stairs on Platforms 4 to 11 will be closed.
 - Customer will need to use the City end of the platform to exit via the Grand Concourse.
 - If you need assistance, ask station staff or call 9379 1777.",4T.C.7305,-1167761050241863939,2026-08-06 00:30:06+00:00,
e8f62d25-979f-56f6-8f2f-dfda63c1b7b8,MAINTENANCE,UNKNOWN_EFFECT,"Cumberland Line, Leppington & Inner West Line","Allow extra travel time between Granville and Cabramatta due to urgent track repairs at Granville. Repair crews are on site and working to restore train services as soon as possible. Trains will be stopping at different platforms. Stops may change at short notice. 

Trains are not running between Granville and Cabramatta and will be diverted via Sefton to provide regular service. Customers travelling between Granville and Cabramatta via Merrylands are advised to consider catching nearby public transport services to continue their journey. We are trying to arrange replacement buses.  Please delay travel if possible or use other transport.  Well update you when we have more information. Customers should plan ahead and allow plenty of extra travel time.

For service updates, please check transport apps, information screens and listen to announcements.",IWL_2c,-7246217427817351284,2026-09-17 07:05:59+00:00,
e8f62d25-979f-56f6-8f2f-dfda63c1b7b8,MAINTENANCE,UNKNOWN_EFFECT,"Cumberland Line, Leppington & Inner West Line","Allow extra travel time between Granville and Cabramatta due to urgent track repairs at Granville. Repair crews are on site and working to restore train services as soon as possible. Trains will be stopping at different platforms. Stops may change at short notice. 

Trains are not running between Granville and Cabramatta and will be diverted via Sefton to provide regular service. Customers travelling between Granville and Cabramatta via Merrylands are advised to consider catching nearby public transport services to continue their journey. We are trying to arrange replacement buses.  Please delay travel if possible or use other transport.  Well update you when we have more information. Customers should plan ahead and allow plenty of extra travel time.

For service updates, please check transport apps, information screens and listen to announcements.",IWL_2a,-1562489065343894865,2026-09-17 07:05:59+00:00,
e8f62d25-979f-56f6-8f2f-dfda63c1b7b8,MAINTENANCE,UNKNOWN_EFFECT,"Cumberland Line, Leppington & Inner West Line","Allow extra travel time between Granville and Cabramatta due to urgent track repairs at Granville. Repair crews are on site and working to restore train services as soon as possible. 

Most trains will be diverted via Sefton to provide regular service. Customers travelling between Granville and Cabramatta via Merrylands are advised to consider catching nearby public transport services to continue their journey. Trains will be stopping at different platforms. Stops may change at short notice. . 

For service updates, please check transport apps, information screens and listen to announcements.",IWL_1a,-460769293585121233,2026-09-17 06:37:33+00:00,
e8f62d25-979f-56f6-8f2f-dfda63c1b7b8,MAINTENANCE,UNKNOWN_EFFECT,"Cumberland Line, Leppington & Inner West Line","Allow extra travel time between Granville and Cabramatta due to urgent track repairs at Granville. Repair crews are on site and working to restore train services as soon as possible. 

Most trains will be diverted via Sefton to provide regular service. Customers travelling between Granville and Cabramatta via Merrylands are advised to consider catching nearby public transport services to continue their journey. Trains will be stopping at different platforms. Stops may change at short notice. . 

For service updates, please check transport apps, information screens and listen to announcements.",IWL_1c,-2200421255733575805,2026-09-17 06:37:33+00:00,
e8f62d25-979f-56f6-8f2f-dfda63c1b7b8,MAINTENANCE,UNKNOWN_EFFECT,"Cumberland Line, Leppington & Inner West Line","Urgent track repairs at Granville have been completed. Services between Cabramatta and Granville have resumed. Services may be less frequent and travel time may be longer than normal. Stops may change at short notice. Delays up to 15 minutes may continue as services recover.

For service updates, please check transport apps, information screens and listen to announcements.",IWL_2i,-4396571606196770016,2026-09-17 07:25:04+00:00,
e8f62d25-979f-56f6-8f2f-dfda63c1b7b8,MAINTENANCE,UNKNOWN_EFFECT,"Cumberland Line, Leppington & Inner West Line","Urgent track repairs at Granville have been completed. Services between Cabramatta and Granville have resumed. Services may be less frequent and travel time may be longer than normal. Stops may change at short notice. Delays up to 15 minutes may continue as services recover.

For service updates, please check transport apps, information screens and listen to announcements.",IWL_1j,1258465799022621567,2026-09-17 07:25:04+00:00,
b961cac8-0a10-51fd-96b1-9fe939e887d3,MAINTENANCE,MODIFIED_SERVICE,Buses replace trains between Leppington and Fairfield,"Wednesday 16 and Thursday 17 September
Nightly from 9:40PM to 1:30AM, buses replace trains between Leppington and Fairfield.
Trains run to a changed timetable between Fairfield and the City via Granville, and between Glenfield and the City via the Airport.
Some Inner West trains run to a changed timetable between Olympic Park or Homebush and the City.
Buses also replace T3 Liverpool & Inner West Line trains between Liverpool and Lidcombe.",IWL_2i,-4396571606196770016,2026-09-16 11:40:00+00:00,2026-09-16 15:30:00+00:00
871c63df-4862-5c7a-a1a1-fc9d6465d1bb,MAINTENANCE,MODIFIED_SERVICE,Trains may run to a changed timetable,"Saturday 19 September
From 9AM to 3PM, trains may run to a changed timetable due to trackwork between Revesby and Turrella.",APS_2f,4089134572644777184,2026-09-18 23:00:00+00:00,2026-09-19 05:00:46+00:00
871c63df-4862-5c7a-a1a1-fc9d6465d1bb,MAINTENANCE,MODIFIED_SERVICE,Trains may run to a changed timetable,"Saturday 19 September
From 9AM to 3PM, trains may run to a changed timetable due to trackwork between Revesby and Turrella.",APS_2h,-4013274463802835251,2026-09-18 23:00:00+00:00,2026-09-19 05:00:46+00:00
6d17c60f-f62e-519a-96dd-cea7953b1650,MAINTENANCE,MODIFIED_SERVICE,Buses replace the all-stations trains between Wolli Creek and Revesby,"Sunday 20 September
From 8:40AM to 3PM, buses replace the all-stations trains between Wolli Creek and Revesby.
Express trains continue to run but do not stop at stations between Padstow and Turrella.",APS_2b,-4997717676751494424,2026-09-19 22:40:00+00:00,2026-09-20 05:00:07+00:00
7ef68f64-75e9-5e4b-9c31-588195f8fe45,MAINTENANCE,MODIFIED_SERVICE,"Buses replace trains between Waterfall, Cronulla and Hurstville","Monday 21 and Tuesday 22 September
Nightly from 9:50PM to 2:30AM, buses replace trains between Waterfall, Cronulla and Hurstville.
Trains run between Hurstville and Bondi Junction, some to a changed timetable.",ESI_2a,5630525952252418354,2026-09-21 11:50:00+00:00,2026-09-21 16:30:00+00:00
7ef68f64-75e9-5e4b-9c31-588195f8fe45,MAINTENANCE,MODIFIED_SERVICE,"Buses replace trains between Waterfall, Cronulla and Hurstville","Monday 21 and Tuesday 22 September
Nightly from 9:50PM to 2:30AM, buses replace trains between Waterfall, Cronulla and Hurstville.
Trains run between Hurstville and Bondi Junction, some to a changed timetable.",ESI_2d,7087056493799616534,2026-09-21 11:50:00+00:00,2026-09-21 16:30:00+00:00
57854255-0585-5e83-b4c1-59b55fd72731,MAINTENANCE,MODIFIED_SERVICE,You may need to change trains at Granville to continue your journey,"Tuesday 22 and Wednesday 23 September
Nightly from 11:50PM to 1:30AM, trains run to a changed timetable between Richmond or Leppington and Olympic Park. Some trains start and end at Granville.
You may need to change trains at Granville to continue your journey.",CMB_1c,3823480081110772338,2026-09-22 13:50:00+00:00,2026-09-22 15:30:00+00:00
57854255-0585-5e83-b4c1-59b55fd72731,MAINTENANCE,MODIFIED_SERVICE,You may need to change trains at Granville to continue your journey,"Tuesday 22 and Wednesday 23 September
Nightly from 11:50PM to 1:30AM, trains run to a changed timetable between Richmond or Leppington and Olympic Park. Some trains start and end at Granville.
You may need to change trains at Granville to continue your journey.",CMB_2a,1644696160033301445,2026-09-22 13:50:00+00:00,2026-09-22 15:30:00+00:00
46b069c9-d979-5c79-bb59-0c3cb9113a61,MAINTENANCE,MODIFIED_SERVICE,T1 North Shore Line: Buses replace Central Coast & Newcastle Line trains between Hornsby and Newcastle Interchange,"Tuesday 22 and Wednesday 23 September
Nightly from 8:30PM to 5AM, buses replace Central Coast & Newcastle Line trains between Hornsby, Berowra and Newcastle Interchange. 
T1 North Shore Line trains continue to run between Hornsby and Berowra.",NSN_2a,9187031006395744173,2026-09-22 10:30:00+00:00,2026-09-22 19:00:00+00:00
561e24bf-423a-52ba-83a5-ee081376535d,MAINTENANCE,MODIFIED_SERVICE,Sydney Metro trackwork may affect how you travel. Metro services do not run between Chatswood and Sydenham,"Saturday 26 and Sunday 27 September
Sydney Metro trackwork may affect how you travel. Metro services do not run between Chatswood and Sydenham.
Use trains between Epping or Chatswood, the City and Sydenham.",NTH_1b,2926858006344023531,2026-09-25 16:00:00+00:00,2026-09-26 16:00:24+00:00
