stop_key,stop_id,stop_name,stop_lat,stop_lon,parent_station
-9091648635300439767,2289332,Adamstown Station Platform 2,-32.933602,151.720183,228920
-1281155177847528614,214410,Auburn Station,-33.8492696009,151.032866977,
6960865287121943885,2144241,Auburn Station Platform 1,-33.849233,151.032966,214410
-5233084764587315483,2144242,Auburn Station Platform 2,-33.849267,151.032919,214410
-4931717567132530312,2144243,Auburn Station Platform 3,-33.84934,151.032808,214410
385738295892528476,2144244,Auburn Station Platform 4,-33.849374,151.032755,214410
2668620699242520978,251540,Austinmer Station,-34.3064104571,150.929312771,
3613243183986271020,2515111,Austinmer Station Platform 1,-34.306487,150.929122,251540
-3511889679239990422,2515112,Austinmer Station Platform 2,-34.306464,150.92931,251540
2827743950242699031,228310,Awaba Station,-33.0129203955,151.541634686,
-7804721849683396481,2283221,Awaba Station Platform 1,-33.013027,151.542018,228310
-5356526370273672056,2283222,Awaba Station Platform 2,-33.012936,151.542042,228310
-8235190286041370131,211910,Beecroft Station,-33.7499541654,151.066298171,
-8571378753500433838,211981,Beecroft Station Platform 1,-33.749434,151.066562,211910
-5490767611701501781,211982,Beecroft Station Platform 2,-33.749417,151.066491,211910
7643175345979303301,220710,Bardwell Park Station,-33.9316166619,151.1248574,
5644835936414964127,2207271,Bardwell Park Station Platform 1,-33.931477,151.125048,220710
3515798911010746374,2207272,Bardwell Park Station Platform 2,-33.931524,151.125077,220710
-5832207233336380489,26211,Bungendore Station,-35.2557779555,149.446409002,
7360155321496910326,26215,Bungendore Station Platform 1,-35.255986,149.446377,26211
1936944731226461757,208110,Berowra Station,-33.6236572023,151.152971085,
-8145880150075056549,208171,Berowra Station Platform 1,-33.623524,151.153278,208110
-320451119006328845,208172,Berowra Station Platform 2,-33.623478,151.153244,208110
2881518867304474700,208173,Berowra Station Platform 3,-33.62344,151.153079,208110
-5824983638031725705,257420,Bargo Station,-34.2913649332,150.580209109,
-3388014010532034570,257461,Bargo Station Platform 1,-34.291052,150.58005,257420
3902356506063082889,257462,Bargo Station Platform 2,-34.291023,150.580157,257420
7756034068755681788,278510,Blackheath Station,-33.6328810405,150.284344986,
6008188103106114504,278561,Blackheath Station Platform 1,-33.633633,150.284409,278510
3884616038272931622,278562,Blackheath Station Platform 2,-33.633633,150.284295,278510
1827312549348741709,214320,Birrong Station,-33.8932786044,151.024041348,
-7736437476431590515,214381,Birrong Station Platform 1,-33.89272,151.024269,214320
5343038292296449943,214382,Birrong Station Platform 2,-33.892709,151.024222,214320
-1855751769760736603,202210,Bondi Junction Station,-33.8912022841,151.2483843,
7298766431076032142,202291,Bondi Junction Station Platform 1,-33.891258,151.248291,202210
6795477399301955320,202292,Bondi Junction Station Platform 2,-33.891143,151.248437,202210
7210625823716706324,28801,Broken Hill Station,-31.9592745012,141.466665453,
-1563354658954022515,288076,Broken Hill Station Platform 1,-31.959445,141.466701,28801
-3323550644680779976,221610,Banksia Station,-33.9452864513,151.140431561,
2035203835480637957,2216161,Banksia Station Platform 1,-33.945046,151.140393,221610
-2284978945745930026,2216162,Banksia Station Platform 2,-33.945089,151.140516,221610
6314839419406480639,2216163,Banksia Station Platform 3,-33.94511,151.140569,221610
-5027013652357604356,2216164,Banksia Station Platform 4,-33.94515,151.140679,221610
7117881716822811806,27991,Blayney Station,-33.5270399779,149.254516056,
-1879671909664057799,27993,Blayney Station Platform 1,-33.527099,149.254463,27991
-2516461798350286950,278410,Bullaburra Station,-33.7236061568,150.414607373,
1216527846128728020,278421,Bullaburra Station Platform 1,-33.723433,150.414865,278410
-5045458827246372555,278422,Bullaburra Station Platform 2,-33.723491,150.414912,278410
-3209531803200046083,251610,Bulli Station,-34.3344809753,150.914743941,
6989115445633124825,251671,Bulli Station Platform 1,-34.33428,150.914757,251610
6693734793650583897,251672,Bulli Station Platform 2,-34.334319,150.914865,251610
2928359785978320149,278620,Bell Station,-33.5056855444,150.278886098,
3872758416760626472,278641,Bell Station Platform 1,-33.505846,150.279039,278620
11217950775768314,278642,Bell Station Platform 2,-33.505867,150.278977,278620
4081557080859490240,23971,Bellata Station,-29.9170635723,149.790513263,
-8928315264357851289,23973,Bellata Station Platform 1,-29.918405,149.790549,23971
6182230099735182189,253320,Bombo Station,-34.6580285016,150.853975458,
8206255193434804528,2533201,Bombo Station Platform 1,-34.658615,150.853841,253320
-665653404855365050,229210,Broadmeadow Station,-32.9230168894,151.734685955,
-6634203109316215018,229271,Broadmeadow Station Platform 1,-32.922849,151.734922,229210
1252546623115669200,229272,Broadmeadow Station Platform 2,-32.922797,151.734832,229210
8131419780167035873,229273,Broadmeadow Station Platform 3,-32.922745,151.734762,229210
-4771976847789472017,251810,Bellambi Station,-34.363318415,150.909902501,
-7485022527059188054,2518131,Bellambi Station Platform 1,-34.362743,150.910058,251810
-4476067195020086168,2518132,Bellambi Station Platform 2,-34.362757,150.910113,251810
-4748151196338822689,219210,Belmore Station,-33.9172179801,151.088733212,
-4407328825065650611,219281,Belmore Station Platform 1,-33.917167,151.088567,219210
2233689357231794272,219282,Belmore Station Platform 2,-33.917238,151.088581,219210
3174860502384720524,40001,Brisbane Station,-27.4655709778,153.019515942,
-5222974886169352513,220010,Bankstown Station,-33.9178645357,151.034686895,
2806071604690634855,2200501,Bankstown Station Platform 1,-33.91782,151.034415,220010
4049054279817466349,2200502,Bankstown Station Platform 2,-33.917904,151.034412,220010
2021870100222938114,233510,Branxton Station,-32.6622521545,151.345644925,
8937268160319506380,233591,Branxton Station Platform 1,-32.662191,151.345578,233510
3356549421260223305,233592,Branxton Station Platform 2,-32.662273,151.345548,233510
-3422469856156398474,23821,Boggabri Station,-30.7038339982,150.039827001,
5607403572387212168,23824,Boggabri Station Platform 1,-30.703589,150.040068,23821
-2543713886883267779,257620,Burradoo Station,-34.4940191886,150.398338765,
274369082431929129,2576351,Burradoo Station Platform 1,-34.494123,150.398025,257620
8312711558947007430,2576352,Burradoo Station Platform 2,-34.49411,150.398229,257620
-1385227189465334601,228410,Booragul Station,-32.971422542,151.604690245,
6977817391261009369,2284161,Booragul Station Platform 1,-32.97162,151.604927,228410
-8196270170076136865,2284162,Booragul Station Platform 2,-32.971656,151.604859,228410
-6165316223499946890,257610,Bowral Station,-34.4781231702,150.416658534,
7455602255433093159,2576341,Bowral Station Platform 1,-34.478192,150.41653,257610
-2869275988912975447,2576342,Bowral Station Platform 2,-34.478161,150.416677,257610
7508243089557439388,214120,Berala Station,-33.8718356716,151.032441754,
-5781256008774883593,2141301,Berala Station Platform 1,-33.871821,151.032424,214120
3795683804144946945,2141302,Berala Station Platform 2,-33.871861,151.032457,214120
1575574992157086990,253510,Berry Station,-34.7803326672,150.6969659,
406806713641398873,253591,Berry Station Platform 1,-34.780313,150.696726,253510
-2906235650704955992,232230,Beresfield Station,-32.7989459854,151.657862686,
-8863071029671381704,2322221,Beresfield Station Platform 1,-32.799201,151.658229,232230
306996565240945736,2322222,Beresfield Station Platform 2,-32.799232,151.658184,232230
-511556359427157989,279538,Bathurst Station,-33.4256270264,149.58321606,
4046778672681968770,2795201,Bathurst Station Platform 1,-33.4256971934,149.5831620495,279538
9185383278601942049,2795202,Bathurst Station Platform 2,-33.4256971934,149.5831620495,279538
1461139431957908205,214810,Blacktown Station,-33.768229034,150.907510545,
-808579414804246178,2148531,Blacktown Station Platform 1,-33.768154,150.908012,214810
3330540505824425781,2148532,Blacktown Station Platform 2,-33.768191,150.907971,214810
-3170609648460521670,2148533,Blacktown Station Platform 3,-33.768273,150.906746,214810
-6627378620640566393,2148534,Blacktown Station Platform 4,-33.7685,150.907263,214810
4280909641391039359,2148535,Blacktown Station Platform 5,-33.768552,150.907242,214810
-5319197975032318361,2148536,Blacktown Station Platform 6,-33.768651,150.907216,214810
-6866979337130038485,2148537,Blacktown Station Platform 7,-33.768695,150.907203,214810
-3228384331468127939,257810,Bundanoon Station,-34.6561347396,150.298737096,
4763061675509616123,257861,Bundanoon Station Platform 1,-34.655938,150.299429,257810
8383813514105401412,257862,Bundanoon Station Platform 2,-34.65604,150.299358,257810
-3733623373215243665,257129,Buxton Bus,-34.254807,150.534265,
-5000622304256869770,257167,Buxton Bus 1,-34.254583,150.533881,257129
-3556354813862546707,V20030,Broadmeadows Station,-37.682854,144.919775,
8999946313069962505,20030P3,Broadmeadows Station Platform 3,-37.682854,144.919775,V20030
-5534966586759680815,220910,Beverly Hills Station,-33.9488485689,151.081692204,
4641946326572440052,2209141,Beverly Hills Station Platform 1,-33.949055,151.081012,220910
6397732518428268815,2209142,Beverly Hills Station Platform 2,-33.949114,151.081021,220910
-5655640314709305214,36721,Benalla Station,-36.5445487824,145.983914819,
5507929326770945937,20295P1,Benalla Station Platform 1,-36.544561,145.983922,36721
7675091296205723128,20295P2,Benalla Station Platform 2,-36.544945,145.983798,36721
3731742818562943706,213410,Burwood Station,-33.8773146456,151.104762238,
-4645686558506735512,213491,Burwood Station Platform 1,-33.876962,151.104255,213410
8119333504201664236,213492,Burwood Station Platform 2,-33.877062,151.104236,213410
2014667102838996453,213493,Burwood Station Platform 3,-33.877143,151.104225,213410
3467698014067900630,213494,Burwood Station Platform 4,-33.877219,151.1042,213410
8635166941213022922,213495,Burwood Station Platform 5,-33.877291,151.104183,213410
681618318175054217,213496,Burwood Station Platform 6,-33.877376,151.104164,213410
4986657461266851942,277410,Blaxland Station,-33.7435765927,150.609595708,
-3577262378376177051,2774111,Blaxland Station Platform 1,-33.743701,150.609742,277410
-626614968598221823,2774112,Blaxland Station Platform 2,-33.743743,150.609699,277410
-7095063139699032577,220720,Bexley North Station,-33.9375660086,151.113397321,
-5754989209665518283,2207281,Bexley North Station Platform 1,-33.937478,151.113731,220720
-8285915748481087547,2207282,Bexley North Station Platform 2,-33.937528,151.113746,220720
9037215323720403478,216620,Cabramatta Station,-33.8948665527,150.938820645,
-5908220060004828974,2166271,Cabramatta Station Platform 1,-33.895107,150.938718,216620
-1042271929988158547,2166272,Cabramatta Station Platform 2,-33.894697,150.938938,216620
4513808740219438896,217030,Casula Station,-33.9498183823,150.911946019,
6120135084071516879,2170811,Casula Station Platform 1,-33.95029,150.911743,217030
-2525243983006227122,2170812,Casula Station Platform 2,-33.95017,150.911892,217030
-3066015516964764562,219320,Canterbury Station,-33.9116721396,151.118213253,
-5394910077944825581,2193111,Canterbury Station Platform 1,-33.911975,151.118606,219320
693589046199654652,2193112,Canterbury Station Platform 2,-33.911902,151.118292,219320
-404904975620028237,2193110,Canterbury Station Goods Platform,-33.911915,151.118653,219320
1814108824538012951,250850,Coalcliff Station,-34.2422504333,150.977242743,
3843410077624264934,2508151,Coalcliff Station Platform 1,-34.242205,150.977271,250850
-6957614401158036483,2508152,Coalcliff Station Platform 2,-34.242259,150.977313,250850
77590796366303626,228430,Cockle Creek Station,-32.9427099226,151.62338129,
-3092232023325490759,2284171,Cockle Creek Station Platform 1,-32.942713,151.62388,228430
-7824276421162881911,2284172,Cockle Creek Station Platform 2,-32.942621,151.623855,228430
5144824254714239778,200020,Circular Quay Station,-33.861323585,151.210389837,
-5177262675263154517,2000351,Circular Quay Station Platform 1,-33.86137,151.210284,200020
-8770715072030729433,2000352,Circular Quay Station Platform 2,-33.86126,151.21029,200020
1604002631723616140,228520,Cardiff Station,-32.9418238759,151.662980082,
-4325723758676276721,2285361,Cardiff Station Platform 1,-32.941513,151.66269,228520
-1033042400137353946,2285362,Cardiff Station Platform 2,-32.941482,151.662769,228520
-4625645433631598566,275630,Clarendon Station,-33.6089524546,150.788562752,
8314317151507989646,2756431,Clarendon Station Platform 1,-33.608552,150.787939,275630
-2518414565497035845,2756432,Clarendon Station Platform 2,-33.608673,150.787973,275630
7578592768938693856,200060,Central Station,-33.883881632,151.205829312,
3508940945860787276,2000336,Central Station Platform 16,-33.884066,151.206766,200060
-7153867206641337415,2000337,Central Station Platform 17,-33.884098,151.206823,200060
-1906114871667065914,2000338,Central Station Platform 18,-33.88416,151.206916,200060
2201632669708387783,2000339,Central Station Platform 19,-33.884192,151.206967,200060
-149142017732854358,2000340,Central Station Platform 20,-33.884253,151.207057,200060
-6270797141784471995,2000341,Central Station Platform 21,-33.884281,151.20712,200060
6454505287423670904,2000342,Central Station Platform 22,-33.884329,151.207222,200060
4131841328658624689,2000343,Central Station Platform 23,-33.884368,151.207271,200060
4599181785305926972,2000344,Central Station Platform 24,-33.884471,151.207441,200060
195996996370985595,2000345,Central Station Platform 25,-33.884491,151.207501,200060
-8696592306489970937,24501,Coffs Harbour Station,-30.3061117105,153.137814499,
7204494286705356942,2450173,Coffs Harbour Station Platform 1,-30.306242,153.137792,24501
-1398375259370096272,216220,Chester Hill Station,-33.8835434986,150.999445637,
4068011902258600308,2162191,Chester Hill Station Platform 1,-33.883638,151.000178,216220
-9145318096148534027,2162192,Chester Hill Station Platform 2,-33.883681,151.000168,216220
1470454937629087618,211920,Cheltenham Station,-33.7558683656,151.078851325,
-1162238988480917943,211991,Cheltenham Station Platform 1,-33.755632,151.078591,211920
-7067462509829325937,211992,Cheltenham Station Platform 2,-33.75576,151.078607,211920
5719458189711384692,211962,Cheltenham Station Platform 3,-33.75588,151.078619,211920
4228165291721806620,251530,Coledale Station,-34.2893891323,150.943335304,
-4753082328455167178,2515121,Coledale Station Platform 1,-34.289536,150.943204,251530
-3594825175136695073,2515122,Coledale Station Platform 2,-34.289556,150.943283,251530
-8986528187015447132,214230,Clyde Station,-33.8362817636,151.01748954,
5843307126622525420,2142311,Clyde Station Platform 1,-33.83584,151.017177,214230
-2157835490320818299,2142312,Clyde Station Platform 2,-33.835902,151.017124,214230
7159675280344926887,2142313,Clyde Station Platform 3,-33.83598,151.017061,214230
-6134821808724207575,2142314,Clyde Station Platform 4,-33.836029,151.017011,214230
-8292899967427116208,2142315,Clyde Station Platform 5,-33.836103,151.016927,214230
1254293290336236462,221810,Carlton Station,-33.9682663189,151.124336923,
8401371387655122636,221891,Carlton Station Platform 1,-33.968157,151.124301,221810
-4074390751750918352,221892,Carlton Station Platform 2,-33.968226,151.12432,221810
-1855194984233855758,221893,Carlton Station Platform 3,-33.968335,151.124351,221810
4677734749154617412,221894,Carlton Station Platform 4,-33.968392,151.124368,221810
3491827943223350880,251820,Corrimal Station,-34.3757269238,150.90497163,
-4879055108927292915,2518141,Corrimal Station Platform 1,-34.375529,150.904969,251820
1118560694099315929,2518142,Corrimal Station Platform 2,-34.375479,150.905123,251820
2933937607356026485,27011,Coolamon Station,-34.8160450027,147.201858005,
-311214472165963285,270122,Coolamon Station Platform 1,-34.816013,147.201645,27011
-1615266819157227613,222610,Como Station,-34.0042661601,151.067998839,
-6348273073257900739,2226101,Como Station Platform 1,-34.004415,151.068043,222610
-8921732873728039140,2226102,Como Station Platform 2,-34.004379,151.06812,222610
-1114657821921243551,219410,Campsie Station,-33.9104811565,151.102630825,
5089879012472792610,2194111,Campsie Station Platform 1,-33.910455,151.103071,219410
-6467297671659149254,2194112,Campsie Station Platform 2,-33.910528,151.103083,219410
3230374239629958608,2194110,Campsie Station Goods Platform,-33.910383,151.103054,219410
-410215445720657056,26041,Canberra Station,-35.3193370417,149.149291661,
1603364281635176624,26043,Canberra Station Platform 1,-35.31911,149.14853,26041
4598790880023769187,222910,Caringbah Station,-34.0416103913,151.122747575,
-6924188240946103411,2229221,Caringbah Station Platform 1,-34.041611,151.122312,222910
-195346573647412588,2229222,Caringbah Station Platform 2,-34.041548,151.122317,222910
-9158824732927764446,223020,Cronulla Station,-34.0562517119,151.151542409,
-6009883719623835607,2230211,Cronulla Station Platform 1,-34.05553,151.151389,223020
291643740442077364,2230212,Cronulla Station Platform 2,-34.055947,151.151462,223020
-5909450009771124030,250030,Coniston Station,-34.4374548931,150.885529169,
6740137055522381816,2500371,Coniston Station Platform 1,-34.437732,150.885209,250030
-2237549891709921557,2500372,Coniston Station Platform 2,-34.437797,150.885294,250030
-3656090432434484428,216610,Canley Vale Station,-33.8867979256,150.943987038,
5063323408814761295,2166281,Canley Vale Station Platform 1,-33.887255,150.943556,216610
-3669668446431448765,2166282,Canley Vale Station Platform 2,-33.887338,150.943606,216610
-6916018280375124787,28772,Condobolin Station,-33.083910003,147.153285,
-8499084578410186863,28779,Condobolin Station Platform 1,-33.084049,147.152991,28772
-9077315103136126071,213810,Concord West Station,-33.8487399849,151.085626247,
3196979213383041828,213898,Concord West Station Platform 1,-33.848317,151.085695,213810
-2521707211368327806,213881,Concord West Station Platform 2,-33.848322,151.085656,213810
-3661915164080710936,213882,Concord West Station Platform 3,-33.848296,151.08553,213810
6832740671765626096,213883,Concord West Station Platform 4,-33.8483,151.085474,213810
683003960233614720,250520,Cringila Station,-34.4671755384,150.878422822,
8664580878568588180,250581,Cringila Station Platform 1,-34.467172,150.87836,250520
8495081945799119549,250582,Cringila Station Platform 2,-34.467124,150.878436,250520
1461563615176927871,257165,Couridjah Bus,-34.232824,150.548507,
-2961537683417326179,257166,Couridjah Bus 1,-34.232538,150.54908,257165
-8964781750271114752,216330,Carramar Station,-33.8843177862,150.961548622,
4241090022889026256,2163191,Carramar Station Platform 1,-33.884357,150.961271,216330
-3421262127262412721,2163192,Carramar Station Platform 2,-33.884416,150.961283,216330
-2711049307461743053,24701,Casino Station,-28.8606629975,153.038274996,
385214815048495830,247055,Casino Station Platform 1,-28.861006,153.03822,24701
6130718946859457706,25901,Cootamundra Station,-34.641037981,148.030649014,
2861133072835355442,25903,Cootamundra Station Platform 1,-34.641132,148.030535,25901
7743160791980270856,256020,Campbelltown Station,-34.0638354867,150.813928964,
-4667185445057793362,2560691,Campbelltown Station Platform 1,-34.063539,150.814347,256020
869925268614413277,2560692,Campbelltown Station Platform 2,-34.063604,150.814429,256020
911857777755124858,2560693,Campbelltown Station Platform 3,-34.06371,150.814462,256020
181633557305635578,2560694,Campbelltown Station Platform 4,-34.064235,150.813886,256020
-122408776879342320,26601,Culcairn Station,-35.6661069983,147.038128003,
7120448861424223905,26603,Culcairn Station Platform 1,-35.665958,147.038243,26601
-8491291625425327933,206710,Chatswood Station,-33.7971340586,151.180820713,
-2876658330315507475,2067141,Chatswood Station Platform 1,-33.797476,151.181046,206710
-6507277496142926151,2067144,Chatswood Station Platform 4,-33.797482,151.180821,206710
5564461221249761745,208120,Cowan Station,-33.5931076339,151.171717694,
-5576282156968561455,208181,Cowan Station Platform 1,-33.593476,151.17182,208120
2596648877091631911,208182,Cowan Station Platform 2,-33.593431,151.171722,208120
-3849748566629259930,213210,Croydon Station,-33.8832342462,151.115488246,
1267324657865491948,213281,Croydon Station Platform 1,-33.883053,151.115565,213210
5572288792071044381,213282,Croydon Station Platform 2,-33.88309,151.115487,213210
-5281799837478323973,213283,Croydon Station Platform 3,-33.88317,151.115406,213210
2093785039226895452,213284,Croydon Station Platform 4,-33.883202,151.115367,213210
1532548111646517502,213285,Croydon Station Platform 5,-33.883308,151.115334,213210
3313887346324733899,253020,Dapto Station,-34.4920904371,150.792328257,
-6962465484413217330,2530231,Dapto Station Platform 1,-34.492951,150.791669,253020
1065549735589304250,2530232,Dapto Station Platform 2,-34.492809,150.791891,253020
-6524106447158934594,2530233,Dapto Station Platform 3,-34.49223,150.792299,253020
-3165252098720204623,28301,Dubbo Station,-32.2450120344,148.608181998,
-1538317921511376901,2830143,Dubbo Station Platform 1,-32.245064,148.608084,28301
3149605803670441214,226420,Dora Creek Station,-33.0831874735,151.501162062,
6108796178031686733,2264191,Dora Creek Station Platform 1,-33.083878,151.500954,226420
-6403964468061029576,2264192,Dora Creek Station Platform 2,-33.083847,151.500848,226420
-6820297967139122341,220310,Dulwich Hill Station,-33.9111022345,151.140989389,
3095577830463286297,220361,Dulwich Hill Station Platform 1,-33.910986,151.140994,220310
-9008918253639686930,220362,Dulwich Hill Station Platform 2,-33.911045,151.140974,220310
6933610396428235123,242010,Dungog Station,-32.4022900967,151.759539516,
1698585907573654397,242061,Dungog Station Platform 1,-32.402433,151.759445,242010
6616134731329419727,242062,Dungog Station Platform 2,-32.402404,151.759256,242010
-4733564604101888559,28781,Darnick Station,-32.8512139953,143.624896006,
-2163346536455219809,28786,Darnick Station Platform 1,-32.850807,143.625345,28781
3534180537789128500,211410,Denistone Station,-33.7999061767,151.087550272,
-7864240746896006237,2114171,Denistone Station Platform 1,-33.799582,151.087133,211410
4472726259178862105,2114172,Denistone Station Platform 2,-33.799643,151.087093,211410
5910429933619948288,2114173,Denistone Station Platform 3,-33.799716,151.087014,211410
-6736569816853379706,2114174,Denistone Station Platform 4,-33.799767,151.086968,211410
-2251389794038445941,276710,Doonside Station,-33.7639850225,150.868352057,
-5570979485462827657,2767121,Doonside Station Platform 1,-33.763763,150.868924,276710
6131765789527940189,2767122,Doonside Station Platform 2,-33.763845,150.868947,276710
333208043444914560,2767123,Doonside Station Platform 3,-33.763997,150.868618,276710
-3485798361028198595,2767124,Doonside Station Platform 4,-33.764063,150.868643,276710
2685958730322425685,256910,Douglas Park Station,-34.1832266515,150.709937814,
4184961611084910219,2569141,Douglas Park Station Platform 1,-34.183214,150.710386,256910
-3449903928000400842,2569142,Douglas Park Station Platform 2,-34.183295,150.710384,256910
8886214233490537850,202710,Edgecliff Station,-33.8792514754,151.23616135,
-9175316127581631929,202761,Edgecliff Station Platform 1,-33.879272,151.235965,202710
4034867515855622552,202762,Edgecliff Station Platform 2,-33.879213,151.235979,202710
4419771665095378004,217426,Edmondson Park Station,-33.9693,150.8587,
5238630738867907596,217427,Edmondson Park Station Platform 1,-33.969305,150.858836,217426
4909819821664331327,217428,Edmondson Park Station Platform 2,-33.969383,150.858816,217426
-2951365074616191889,223310,Engadine Station,-34.0678990057,151.014652906,
-282374903151028086,2233271,Engadine Station Platform 1,-34.067833,151.01466,223310
5056884671245604652,2233272,Engadine Station Platform 2,-34.067882,151.014778,223310
6240255375441340773,221320,East Hills Station,-33.9616067679,150.98489728,
5939105610218998830,2213141,East Hills Station Platform 1,-33.96164,150.984788,221320
3194506089115629230,2213142,East Hills Station Platform 2,-33.961689,150.984853,221320
-9866811852921965,2213143,East Hills Station Platform 3,-33.961761,150.984921,221320
5691474216947709710,232330,East Maitland Station,-32.7448752254,151.587421299,
-1426931825667139246,2323311,East Maitland Station Platform 1,-32.744859,151.587449,232330
3998584111250274031,2323312,East Maitland Station Platform 2,-32.744884,151.587378,232330
6798961576361092846,24411,Eungai Station,-30.8490369962,152.900087003,
-774737931110462098,244131,Eungai Station Platform 1,-30.84964,152.900157,24411
-2254039775818960062,212110,Epping Station,-33.7728414535,151.082176647,
7164449179056806387,2121221,Epping Station Platform 1,-33.772949,151.082321,212110
-7066026016142092038,2121222,Epping Station Platform 2,-33.772993,151.082179,212110
-1524378004626864800,2121223,Epping Station Platform 3,-33.772626,151.081896,212110
444602246550084947,275020,Emu Plains Station,-33.7455677802,150.672286674,
-8159485632633011908,2750491,Emu Plains Station Platform 1,-33.745665,150.671438,275020
-8917331883398452363,2750492,Emu Plains Station Platform 2,-33.745757,150.671476,275020
270207107333094858,275310,East Richmond Station,-33.6017961363,150.759234021,
-7999753688402702230,2753661,East Richmond Station Platform 1,-33.60176,150.759029,275310
2737034599148112094,204310,Erskineville Station,-33.9008580996,151.185307617,
6613407443941127477,204331,Erskineville Station Platform 1,-33.90025,151.185323,204310
2914090783436591364,204332,Erskineville Station Platform 2,-33.900321,151.185426,204310
-3145794864253279357,204333,Erskineville Station Platform 3,-33.90033,151.185478,204310
-2891706223507488374,204334,Erskineville Station Platform 4,-33.900341,151.185591,204310
3249857020016706304,28771,Euabalong West Station,-33.0545709962,146.393033999,
-7228647228154185454,28778,Euabalong West Station Platform 1,-33.054682,146.391131,28771
847409607897684591,212210,Eastwood Station,-33.7900214046,151.08223345,
-2230680223927159994,2122231,Eastwood Station Platform 1,-33.790148,151.082399,212210
-9188848871294614877,2122232,Eastwood Station Platform 2,-33.790146,151.082315,212210
-2244068803689482245,2122233,Eastwood Station Platform 3,-33.790144,151.082185,212210
-9167014039822442316,2122234,Eastwood Station Platform 4,-33.790143,151.082089,212210
5273996502863456928,257930,Exeter Station,-34.6137748677,150.317344669,
-1390476977983495369,257971,Exeter Station Platform 1,-34.613548,150.317461,257930
6776103251785519021,257972,Exeter Station Platform 2,-34.613589,150.317548,257930
-4593109496709903700,277610,Faulconbridge Station,-33.6964883499,150.535033881,
8937938843011471036,277661,Faulconbridge Station Platform 1,-33.696493,150.534981,277610
-5162018253951180662,277662,Faulconbridge Station Platform 2,-33.696525,150.535047,277610
-8484913271652136982,216510,Fairfield Station,-33.8723306485,150.957071112,
5933764050617299240,2165201,Fairfield Station Platform 1,-33.872352,150.956968,216510
-1697801584359906855,2165202,Fairfield Station Platform 2,-33.872444,150.957037,216510
2207443045987229230,214020,Flemington Station,-33.8648222877,151.069766513,
118992300971026198,214061,Flemington Station Platform 1,-33.865027,151.070575,214020
-3509589868950731347,214062,Flemington Station Platform 2,-33.864933,151.070593,214020
4454737578788425732,214063,Flemington Station Platform 3,-33.865019,151.070553,214020
3397063832735101598,214064,Flemington Station Platform 4,-33.865055,151.070546,214020
5823512029926333623,251910,Fairy Meadow Station,-34.3958341062,150.896170208,
8908182463098696449,2519131,Fairy Meadow Station Platform 1,-34.395283,150.896364,251910
6896529127051888212,2519132,Fairy Meadow Station Platform 2,-34.395317,150.896458,251910
