date_key,service_date,route_key,stop_key,stop_id,trip_id,stop_sequence,schedule_relationship,arrival_delay_seconds,departure_delay_seconds,is_late,is_cancelled,is_orphan_trip,is_delay_outlier,feed_timestamp,_ingested_at
20260916,20260916,4622583836084576750,-4719705806519373114,2069132,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,2300098939432968099,2070143,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-8021387233322566415,207192,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-8189528268114724594,207263,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,8463204548138423096,2073162,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,976421500923668027,2074182,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,6868354577700387348,2074192,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-2175101314296702230,2076242,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-8238392344119364974,2077302,110J.812.150.124.T.8.91116931,0,REPLACEMENT,163.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,4735193369246221649,2077312,110J.812.150.124.T.8.91116931,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-1906114871667065914,2000338,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-8042109189266427146,2015134,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-6817342502955226366,2076232,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-8109062943416768923,2077304,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,5910429933619948288,2114173,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,6293317781789769049,2114182,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-504663660726119441,2114193,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-5490767611701501781,211982,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-7067462509829325937,211992,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-1159576259008233442,2120202,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,1249086895157883493,2120213,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-7066026016142092038,2121222,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-2244068803689482245,2122233,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,1171768796122015062,2135236,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,6712238427155524772,2137172,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,-3661915164080710936,213882,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,8283204442033751644,4232244489046419403,213892,111S.812.150.48.T.8.91114671,0,REPLACEMENT,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-3113364509630902133,2077292,120U.812.150.16.A.8.91541766,0,SCHEDULED,27.0,27.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-8238392344119364974,2077302,120U.812.150.16.A.8.91541766,0,SCHEDULED,57.0,27.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,4735193369246221649,2077312,120U.812.150.16.A.8.91541766,0,SCHEDULED,57.0,57.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,1736600095109418446,2079102,120U.812.150.16.A.8.91541766,0,SCHEDULED,27.0,27.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,2739414512256273415,208042,120U.812.150.16.A.8.91541766,0,SCHEDULED,27.0,27.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,4622583836084576750,-320451119006328845,208172,120U.812.150.16.A.8.91541766,0,SCHEDULED,27.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
20260916,20260916,6965782384900562698,-1906114871667065914,2000338,120V.812.150.16.A.8.92172584,0,SCHEDULED,0.0,0.0,False,False,False,False,2026-09-16 12:12:47+00:00,2026-09-16 12:12:54.690496+00:00
